,AGREEMENT_RK,AGE,GEN_TITLE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,TARGET
10204,65420244,23,Рабочий,1,0,1,0,0,7000.0,1,1,0
10205,65420373,23,Работник сферы услуг,1,0,1,0,0,8500.0,1,1,1
10206,65420447,23,Руководитель высшего звена,1,0,1,1,1,14000.0,1,1,0
10207,65420531,24,Рабочий,1,0,1,0,0,8000.0,1,1,1
10208,65420625,44,Высококвалифиц. специалист,1,0,1,2,2,5000.0,1,1,0
10209,65420648,24,Рабочий,1,0,1,0,1,8000.0,2,2,0
10211,65420711,23,Специалист,1,0,1,0,0,6000.0,1,1,0
10212,65420755,26,Специалист,1,0,1,0,0,16000.0,1,1,0
10213,65420769,25,Специалист,1,0,1,0,0,9000.0,1,1,0
10214,65420795,40,Рабочий,1,0,1,1,1,6000.0,2,1,0
10216,65420809,25,Специалист,1,0,1,0,0,10000.0,1,1,0
10217,65421062,26,Служащий,1,0,1,1,1,6000.0,1,1,0
10219,65421188,26,Специалист,1,0,1,1,1,8500.0,1,1,0
10220,65421222,24,Специалист,1,0,1,1,1,6500.0,1,1,0
10221,65421489,24,Специалист,1,0,1,1,1,5000.0,1,1,0
10223,65421773,26,Специалист,1,0,1,1,1,11000.0,2,1,0
10225,65421799,26,Рабочий,1,0,1,0,0,9000.0,1,1,0
10226,65421840,26,Другое,1,0,1,0,0,12000.0,2,1,0
10228,65421990,53,Руководитель среднего звена,1,0,0,2,0,10500.0,1,1,0
10229,65422189,25,Работник сферы услуг,1,0,1,0,0,10000.0,1,1,0
10230,65422280,25,Рабочий,1,0,1,0,0,13000.0,1,1,0
10231,65422567,26,Специалист,1,0,1,0,0,7000.0,2,2,0
10233,65422850,35,Специалист,1,0,0,2,2,15000.0,2,2,0
10235,65423011,22,Специалист,1,0,1,0,0,10000.0,1,1,0
10236,65423114,23,Рабочий,1,0,1,1,1,6000.0,1,1,0
10237,65472779,63,Специалист,1,0,0,0,0,17000.0,1,1,0
10238,65473723,23,Специалист,1,0,1,0,0,15000.0,1,1,0
10239,65473864,25,Специалист,1,0,1,1,1,7000.0,1,1,0
10240,65473981,35,Специалист,1,0,0,1,1,15000.0,1,1,0
10241,65475164,26,Рабочий,1,0,1,1,1,12000.0,1,1,0
10242,65475940,26,Работник сферы услуг,1,0,1,2,2,4500.0,2,1,0
10244,65476137,23,Специалист,1,0,1,0,0,15000.0,1,1,0
10245,65476578,26,Высококвалифиц. специалист,1,0,1,1,1,8000.0,1,1,0
10246,65477893,25,Специалист,1,0,1,0,0,12000.0,1,1,0
10247,65477984,25,Специалист,1,0,1,0,0,10000.0,1,1,0
10248,65478376,25,Специалист,1,0,1,1,1,8000.0,2,1,0
10250,65478647,24,Специалист,1,0,1,0,0,10000.0,3,3,0
10253,65479112,22,Специалист,1,0,1,0,0,20000.0,1,1,0
10254,65479250,22,Специалист,1,0,1,0,0,9000.0,1,1,1
10255,65479603,45,Другое,1,0,1,3,1,14000.0,1,1,0
10256,65479891,23,Специалист,1,0,1,0,0,6000.0,1,1,0
10257,65479993,26,Специалист,1,0,1,0,0,10000.0,1,1,0
10258,65480352,24,Рабочий,1,0,1,0,0,10000.0,1,1,0
10259,65480522,51,,0,1,1,0,0,9000.0,1,1,0
10260,65480922,24,Специалист,1,0,1,0,0,8000.0,2,2,0
10262,65481059,23,Специалист,1,0,1,0,0,7200.0,1,1,0
10263,65481219,24,Специалист,1,0,1,0,0,12000.0,1,1,0
10264,65481366,26,Специалист,1,0,1,0,0,13000.0,1,1,0
10265,65481790,23,Рабочий,1,0,1,2,2,4500.0,1,1,0
10266,65481821,24,Специалист,1,0,1,0,0,10000.0,1,1,0
10267,65482083,23,Специалист,1,0,1,0,0,10000.0,2,2,0
10269,65482322,31,Специалист,1,0,1,0,0,10000.0,1,1,0
10270,65482348,22,Специалист,1,0,1,0,0,10000.0,1,1,0
10271,65482405,23,Работник сферы услуг,1,0,1,0,0,5000.0,1,1,0
10272,65482435,25,Высококвалифиц. специалист,1,0,1,0,0,40000.0,1,1,1
10273,65482646,24,Специалист,1,0,1,0,0,10000.0,1,1,0
10274,65484270,22,Рабочий,1,0,1,0,0,7000.0,1,1,0
10275,65484404,22,Служащий,1,0,1,0,0,12000.0,1,1,0
10276,65486850,23,Рабочий,1,0,1,0,0,9000.0,1,1,0
10277,65486913,24,Рабочий,1,0,1,1,1,10000.0,2,2,0
10279,65486914,21,Служащий,1,0,1,1,1,8000.0,1,1,0
10280,65486994,24,Специалист,1,0,1,0,0,10000.0,1,1,0
10281,65488209,25,Специалист,1,0,1,0,0,10000.0,1,1,0
10282,65488284,24,Высококвалифиц. специалист,1,0,1,0,0,15000.0,1,1,0
10283,65488628,42,Специалист,1,0,1,2,2,10000.0,1,1,0
10284,65488796,54,,0,1,0,0,0,8000.0,1,1,0
10285,65488846,23,Специалист,1,0,1,0,0,12000.0,1,1,0
10286,65488893,24,Рабочий,1,0,1,0,0,15000.0,1,1,1
10287,65489718,41,Специалист,1,0,1,1,1,8000.0,3,2,0
10290,65490036,25,Рабочий,1,0,1,1,1,7000.0,1,1,0
10291,65490266,22,Руководитель низшего звена,1,0,1,1,1,5600.0,1,1,0
10292,65490358,25,Служащий,1,0,1,1,1,13000.0,1,1,0
10293,65490363,23,Рабочий,1,0,1,0,0,12000.0,1,1,0
10294,65490490,40,Руководитель высшего звена,1,0,1,1,0,10000.0,3,3,0
10297,65490650,63,,0,1,0,0,0,9000.0,1,1,0
10298,65490882,33,Служащий,1,0,1,1,1,11000.0,1,1,0
10299,65490978,22,Специалист,1,0,1,0,0,10000.0,1,1,0
10300,65491114,26,Рабочий,1,0,1,2,2,5000.0,2,2,0
10302,65491720,26,Специалист,1,0,1,0,0,5000.0,1,1,0
10303,65491732,24,Специалист,1,0,1,0,0,28000.0,1,1,0
10304,65492129,23,Рабочий,1,0,1,0,0,20000.0,1,1,0
10305,65492258,26,Рабочий,1,0,1,1,1,5000.0,1,1,0
10306,65492338,23,Специалист,1,0,1,0,0,12000.0,2,2,0
10308,65492432,24,Специалист,1,0,1,1,1,9000.0,1,1,0
10309,65492774,57,Рабочий,1,1,1,0,0,17000.0,1,1,0
10310,65492845,26,Руководитель среднего звена,1,0,1,1,1,10000.0,1,1,0
10311,65492895,26,Другое,1,0,1,1,1,6000.0,1,1,0
10312,65492987,23,Специалист,1,0,1,0,0,15000.0,1,1,0
10313,65493163,24,Рабочий,1,0,1,1,1,6000.0,1,1,0
10314,65493867,23,Специалист,1,0,1,0,0,6500.0,1,1,0
10315,65494353,46,Рабочий,1,0,1,2,0,8000.0,1,1,0
10316,65494371,25,Рабочий,1,0,1,0,0,9000.0,1,1,0
10317,65494477,26,Специалист,1,0,1,1,1,6000.0,1,1,0
10318,65494486,51,Специалист,1,0,1,2,0,12000.0,2,1,0
10320,65494550,50,Индивидуальный предприниматель,1,0,1,0,0,10000.0,1,1,0
10321,65494731,26,Специалист,1,0,1,0,0,15000.0,1,1,0
10322,65495163,23,Специалист,1,0,1,1,1,12000.0,2,2,0
10324,65495225,25,Рабочий,1,0,1,1,1,6500.0,1,1,0
10325,65495250,24,Высококвалифиц. специалист,1,0,1,0,0,7000.0,1,1,0
10326,65495947,25,Специалист,1,0,1,0,0,7000.0,1,1,0
10327,65495950,26,Рабочий,1,0,1,1,1,6700.0,1,1,0
10328,65496484,22,Специалист,1,0,1,0,0,30000.0,1,1,0
10329,65496485,60,,0,1,1,3,0,6000.0,1,1,0
10330,65496824,25,Работник сферы услуг,1,0,1,1,1,7000.0,2,2,0
10332,65496894,44,Служащий,1,0,1,1,1,11000.0,1,1,0
10333,65497126,26,Специалист,1,0,1,1,1,5000.0,1,1,0
10334,65497180,26,Специалист,1,0,1,2,2,5000.0,1,1,0
10335,65497215,26,Специалист,1,0,1,0,0,10000.0,1,1,0
10336,65497308,24,Рабочий,1,0,1,0,0,10000.0,1,1,0
10337,65497803,25,Работник сферы услуг,1,0,1,1,1,15000.0,1,1,0
10338,65497921,25,Служащий,1,0,1,0,0,12000.0,1,1,1
10339,65498213,26,Работник сферы услуг,1,0,1,1,1,12000.0,1,1,0
10340,65498219,53,Рабочий,1,0,1,1,0,15000.0,2,2,0
10342,65498289,25,Специалист,1,0,1,0,0,10000.0,2,1,0
10344,65498370,24,Специалист,1,0,1,0,0,5200.0,2,2,0
10346,65498409,25,Специалист,1,0,1,2,2,12000.0,1,1,0
10347,65498556,35,Рабочий,1,0,1,1,1,10000.0,1,1,0
10348,65498668,26,Служащий,1,0,1,0,0,12000.0,1,1,0
10349,65499515,26,Руководитель высшего звена,1,0,1,0,0,30000.0,1,1,0
10350,65499745,49,,0,1,1,2,0,20000.0,1,1,0
10351,65499764,25,Специалист,1,0,1,0,0,14000.0,1,1,0
10352,65499815,25,Рабочий,1,0,1,1,0,10000.0,1,1,0
10353,65499832,54,Высококвалифиц. специалист,1,0,1,1,1,12600.0,1,1,0
10354,65499987,26,Другое,1,0,1,0,0,9000.0,1,1,0
10355,65500395,26,Специалист,1,0,1,0,0,4500.0,1,1,0
10356,65500642,26,Специалист,1,0,1,1,1,10000.0,1,1,0
10357,65500740,24,Специалист,1,0,1,1,1,13000.0,1,1,1
10358,65500860,63,Работник сферы услуг,1,0,1,1,0,8000.0,1,1,0
10359,65501213,46,Специалист,1,0,1,0,0,9800.0,2,1,0
10361,65501297,26,Специалист,1,0,1,1,1,8000.0,1,1,0
10362,65501504,22,Другое,1,0,1,0,0,16000.0,1,1,0
10363,65501857,57,,0,1,1,2,0,8200.0,2,2,0
10365,65501904,23,Работник сферы услуг,1,0,1,0,0,14000.0,1,1,0
10366,65501983,26,Служащий,1,0,1,1,1,13000.0,1,1,0
10367,65502020,24,Рабочий,1,0,1,0,0,10000.0,1,1,0
10368,65502032,32,Специалист,1,0,1,1,1,10000.0,1,1,0
10369,65502042,25,Рабочий,1,0,1,0,0,11000.0,1,1,0
10370,65502079,24,Специалист,1,0,1,0,0,10000.0,1,1,0
10371,65502196,26,Рабочий,1,0,1,0,0,9000.0,1,1,0
10372,65502217,26,Высококвалифиц. специалист,1,0,0,1,1,16000.0,1,1,0
10373,65502310,26,Специалист,1,0,1,1,1,15000.0,1,1,0
10374,65502338,23,Специалист,1,0,1,0,0,6000.0,1,1,0
10375,65503125,43,Рабочий,1,0,1,0,0,8000.0,1,1,0
10376,65503199,48,Специалист,1,0,0,0,0,12000.0,3,3,0
10379,65503293,26,Служащий,1,0,1,2,2,8000.0,1,1,0
10380,65503340,22,Специалист,1,0,1,1,1,5000.0,1,1,0
10381,65564787,24,Служащий,1,0,1,1,1,7000.0,1,1,0
10382,65566004,22,Служащий,1,0,1,1,1,13000.0,1,1,0
10383,65568463,24,Работник сферы услуг,1,0,1,0,0,15000.0,1,1,0
10384,65569597,22,Служащий,1,0,1,0,0,4000.0,1,1,0
10385,65570229,33,Специалист,1,0,1,2,2,7000.0,1,1,0
10386,65570333,26,Специалист,1,0,1,1,1,28000.0,1,1,0
10387,65570380,23,Специалист,1,0,1,0,0,15000.0,1,1,0
10388,65570398,23,Рабочий,1,0,1,0,0,10000.0,1,1,0
10389,65570419,23,Специалист,1,0,1,0,0,6000.0,1,1,0
10390,65570742,23,Специалист,1,0,1,0,0,10000.0,1,1,0
10391,65571220,24,Рабочий,1,0,1,0,0,8000.0,1,1,0
10392,65571249,23,Специалист,1,0,1,1,1,9000.0,1,1,0
10393,65573305,24,Специалист,1,0,1,1,1,8500.0,2,1,0
10395,65574208,25,Руководитель среднего звена,1,0,1,1,1,10000.0,1,1,0
10396,65575217,26,Специалист,1,0,1,1,1,10000.0,1,1,0
10397,65575229,26,Специалист,1,0,1,1,1,15000.0,1,1,1
10398,66073378,25,Рабочий,1,0,1,1,1,12000.0,1,1,0
10399,66073616,25,Рабочий,1,0,1,1,1,12000.0,1,1,1
10400,66073714,24,Рабочий,1,0,1,1,1,8000.0,1,1,0
10401,66073745,25,Специалист,1,0,1,0,0,8000.0,1,1,0
10402,66073752,22,Другое,1,0,1,1,1,7000.0,1,1,0
10403,66074096,26,Специалист,1,0,1,0,0,12000.0,1,1,0
10404,66074263,23,Специалист,1,0,1,1,1,11500.0,1,1,0
10405,66074327,24,Служащий,1,0,1,0,0,10000.0,1,1,0
10407,66074495,26,Специалист,1,0,1,1,1,15000.0,1,1,0
10408,66074610,24,Специалист,1,0,1,0,0,12000.0,1,1,0
10409,66074677,22,Специалист,1,0,1,0,0,12000.0,1,1,0
10410,66075004,26,Специалист,1,0,1,1,1,25000.0,1,1,0
10411,66075012,25,Специалист,1,0,1,0,0,9000.0,1,1,0
10412,66075121,24,Специалист,1,0,1,1,1,5000.0,1,1,0
10413,66075483,23,Служащий,1,0,1,0,0,12000.0,1,1,0
10414,66075644,25,Специалист,1,0,1,1,1,15000.0,1,1,0
10415,66075687,24,Специалист,1,0,1,1,1,12000.0,5,5,0
10420,66075974,25,Работник сферы услуг,1,0,1,1,1,8000.0,1,1,0
10421,66076118,25,Рабочий,1,0,1,1,1,8000.0,1,1,0
10422,66076375,22,Специалист,1,0,1,1,1,6500.0,1,1,0
10423,66076774,24,Специалист,1,0,1,1,1,15000.0,2,2,0
10425,66076785,26,Рабочий,1,0,1,1,1,16000.0,1,1,0
10426,66076912,24,Работник сферы услуг,1,0,1,1,1,6000.0,1,1,0
10427,66077021,58,Специалист,1,1,1,1,1,10000.0,2,2,0
10429,66077263,30,Специалист,1,0,1,1,1,45000.0,1,1,0
10430,66077317,23,Служащий,1,0,1,1,1,6000.0,1,1,0
10431,66077379,26,Специалист,1,0,1,1,1,16000.0,1,1,0
10432,66077423,23,Специалист,1,0,1,0,0,13000.0,1,1,0
10433,66077511,26,Высококвалифиц. специалист,1,0,1,1,1,8000.0,1,1,0
10434,66077513,25,Специалист,1,0,1,0,0,11000.0,1,1,0
10435,66077514,26,Рабочий,1,0,1,0,0,10500.0,1,1,0
10436,66077870,22,Специалист,1,0,1,0,0,10500.0,1,1,0
10437,66077990,23,Рабочий,1,0,1,0,0,17000.0,1,1,0
10438,66078003,23,Специалист,1,0,1,0,0,10000.0,1,1,0
10439,66078070,24,Работник сферы услуг,1,0,1,1,1,10000.0,1,1,0
10440,66078109,35,Работник сферы услуг,1,0,1,2,2,9000.0,1,1,0
10441,66078149,23,Рабочий,1,0,1,1,1,5000.0,1,1,0
10442,66078255,25,Работник сферы услуг,1,0,1,0,0,8000.0,1,1,0
10443,66078398,25,Специалист,1,0,1,0,0,100000.0,1,1,0
10444,66078527,24,Специалист,1,0,1,0,0,10000.0,1,1,0
10445,66078621,23,Специалист,1,0,1,1,1,5000.0,1,1,1
10446,66078648,23,Специалист,1,0,1,0,0,6000.0,1,1,0
10447,66078819,26,Специалист,1,0,1,1,1,6000.0,2,2,0
10449,66078832,26,Рабочий,1,0,1,0,0,15000.0,1,1,0
10450,66078938,23,Рабочий,1,0,1,0,0,14000.0,1,1,0
10451,66078954,22,Специалист,1,0,1,0,0,6000.0,1,1,0
10452,66079369,24,Специалист,1,0,1,1,1,8000.0,1,1,0
10453,66079406,24,Рабочий,1,0,1,0,0,7000.0,1,1,0
10454,66079703,25,Рабочий,1,0,1,2,2,10000.0,1,1,0
10455,66080232,38,Специалист,1,0,0,2,2,10000.0,2,2,0
10457,66080261,25,Работник сферы услуг,1,0,1,1,1,10000.0,1,1,0
10458,66080524,24,Рабочий,1,0,1,0,0,5000.0,1,1,0
10459,66080781,24,Специалист,1,0,1,0,0,7000.0,1,1,0
10460,66081010,25,Специалист,1,0,1,1,1,15000.0,1,1,0
10461,66081325,26,Рабочий,1,0,1,1,1,25000.0,1,1,0
10462,66081519,23,Специалист,1,0,1,0,0,10000.0,1,1,1
10463,66081974,43,Специалист,1,0,1,0,0,7500.0,2,2,0
10465,66081985,26,Специалист,1,0,1,1,1,10000.0,2,2,0
10467,66082072,55,,0,1,1,0,0,6000.0,1,1,0
10468,66082549,22,Специалист,1,0,1,1,1,9000.0,1,1,0
10469,66082563,22,Специалист,1,0,1,0,0,5000.0,1,1,0
10470,66082603,23,Служащий,1,0,1,1,0,4300.0,1,1,0
10471,66082647,45,,0,1,0,1,1,5000.0,1,1,0
10472,66082711,26,Специалист,1,0,1,3,3,6000.0,1,1,0
10473,66082725,25,Специалист,1,0,1,1,1,10000.0,1,1,0
10474,66082874,27,Руководитель высшего звена,1,0,1,0,0,15000.0,1,1,0
10475,66082968,22,Рабочий,1,0,1,0,0,4400.0,2,2,0
10477,66082979,24,Служащий,1,0,1,0,0,7000.0,1,1,0
10478,66083023,22,Специалист,1,0,1,1,0,10000.0,1,1,0
10479,66083027,25,Специалист,1,0,1,0,0,15000.0,1,1,1
10480,66083155,24,Высококвалифиц. специалист,1,0,1,0,0,12000.0,1,1,0
10481,66083302,22,Рабочий,1,0,1,0,0,8000.0,1,1,0
10482,66083596,25,Специалист,1,0,1,0,0,6000.0,1,1,0
10483,66083623,24,Специалист,1,0,1,1,1,8000.0,1,1,1
10484,66083735,26,Специалист,1,0,1,0,0,15000.0,2,2,0
10486,66083832,26,Специалист,1,0,1,0,0,9000.0,1,1,0
10487,66084093,25,Специалист,1,0,1,0,0,20000.0,1,1,0
10488,66084227,25,Специалист,1,0,1,0,0,12500.0,1,1,0
10489,66084265,26,Специалист,1,0,1,0,0,10000.0,1,1,0
10490,66084492,22,Специалист,1,0,1,0,0,18000.0,1,1,0
10491,66084841,22,Служащий,1,0,1,0,0,7000.0,1,1,0
10492,66084918,25,Служащий,1,0,1,1,1,15000.0,3,3,0
10495,66085221,57,Специалист,1,1,1,3,0,12000.0,2,2,0
10497,66085347,24,Специалист,1,0,1,2,2,6000.0,1,1,1
10498,66085430,22,Специалист,1,0,1,0,0,10000.0,1,1,0
10499,66085686,26,Рабочий,1,0,1,1,1,10000.0,1,1,0
10500,66085798,25,Высококвалифиц. специалист,1,0,1,0,0,20000.0,1,1,0
10501,66085839,26,Специалист,1,0,1,1,1,10000.0,1,1,0
10502,66085945,51,Специалист,1,0,0,0,0,5000.0,1,1,0
10503,66086068,23,Служащий,1,0,1,0,0,6500.0,1,1,0
10504,66086136,26,Рабочий,1,0,1,2,2,5000.0,1,1,0
10505,66086286,26,Рабочий,1,0,1,1,1,6000.0,1,1,0
10506,66086293,23,Специалист,1,0,1,0,0,10000.0,1,1,0
10507,66086377,24,Специалист,1,0,1,0,0,12000.0,1,1,0
10508,66086688,22,Специалист,1,0,1,0,0,15000.0,1,1,0
10509,66087101,22,Высококвалифиц. специалист,1,0,1,0,0,12000.0,1,1,0
10510,66087113,23,Специалист,1,0,1,1,1,9000.0,1,1,0
10511,66087117,51,Руководитель высшего звена,1,0,1,0,0,12000.0,1,1,1
10512,66087187,24,Работник сферы услуг,1,0,1,0,0,10000.0,1,1,0
10513,66087289,23,Рабочий,1,0,1,0,0,10000.0,1,1,0
10514,66087683,23,Специалист,1,0,1,0,0,12000.0,1,1,0
10515,66087783,26,Специалист,1,0,1,1,1,18000.0,1,1,0
10516,66087984,23,Рабочий,1,0,1,0,0,4300.0,1,1,0
10517,66088041,23,Специалист,1,0,1,0,0,6000.0,1,1,0
10518,66088281,23,Работник сферы услуг,1,0,1,0,0,11000.0,2,2,0
10520,66088813,23,Рабочий,1,0,1,0,0,15000.0,1,1,0
10521,66088863,25,Высококвалифиц. специалист,1,0,1,1,1,20000.0,1,1,0
10522,66088927,25,Рабочий,1,0,1,0,0,13000.0,1,1,0
10523,66089284,23,Рабочий,1,0,1,0,0,11000.0,1,1,0
10524,66089348,25,Специалист,1,0,1,0,0,11000.0,1,1,0
10525,66089719,26,Специалист,1,0,1,0,0,12000.0,1,1,0
10526,66089787,25,Специалист,1,0,1,0,0,12000.0,1,1,1
10527,66089830,25,Служащий,1,0,1,0,0,10000.0,1,1,0
10528,66090020,24,Рабочий,1,0,1,1,1,4900.0,1,1,1
10529,66090149,43,Руководитель высшего звена,1,0,1,1,1,12000.0,2,2,0
10531,66090215,24,Высококвалифиц. специалист,1,0,1,0,0,15000.0,1,1,0
10532,66090282,43,Рабочий,1,0,1,1,1,10000.0,1,1,1
10533,66090705,26,Специалист,1,0,1,0,0,15000.0,1,1,0
10534,66090772,26,Рабочий,1,0,1,1,1,9500.0,1,1,0
10535,66090904,24,Специалист,1,0,1,0,0,11000.0,1,1,0
10536,66091006,29,Специалист,1,0,0,1,1,30000.0,3,2,1
10539,66091180,22,Специалист,1,0,1,0,0,5500.0,1,1,0
10540,66091765,26,Специалист,1,0,1,0,0,14000.0,2,2,1
10542,66092370,24,Специалист,1,0,1,1,1,15000.0,2,2,0
10544,66092463,26,Рабочий,1,0,1,2,2,6500.0,1,1,0
10545,66092531,22,Специалист,1,0,1,0,0,4000.0,1,1,0
10546,66092761,25,Рабочий,1,0,1,2,2,11000.0,1,1,0
10547,66151387,23,Специалист,1,0,1,0,0,11000.0,1,0,0
10548,66152340,45,Рабочий,1,0,1,3,0,13000.0,1,0,1
10549,66154730,24,Специалист,1,0,1,0,0,12000.0,1,0,0
10550,66156544,24,Рабочий,1,0,1,1,1,5000.0,1,0,0
10551,66157715,24,Рабочий,1,0,1,1,1,9000.0,1,1,0
10552,66157784,23,Рабочий,1,0,1,0,0,12000.0,1,0,0
10553,66158101,62,Служащий,1,1,0,1,0,12000.0,1,0,0
10554,66158234,26,Работник сферы услуг,1,0,1,2,2,9000.0,1,0,0
10555,66158301,51,Специалист,1,0,1,0,0,7500.0,1,0,0
10556,66158844,30,Работник сферы услуг,1,0,1,2,2,6000.0,1,0,1
10557,66158890,23,Специалист,1,0,1,1,1,8000.0,1,0,0
10558,66186955,23,Специалист,1,0,1,0,0,10000.0,1,0,0
10559,66186956,46,,0,1,1,2,0,7000.0,1,0,0
10560,66187220,24,Служащий,1,0,1,0,0,10000.0,1,0,1
10561,66187275,22,Работник сферы услуг,1,0,1,0,0,13000.0,1,0,0
10562,66187289,26,Специалист,1,0,1,0,0,15000.0,1,0,0
10563,66187312,36,Руководитель среднего звена,1,0,1,1,1,15000.0,1,0,0
10564,66187482,25,Специалист,1,0,1,0,0,16700.0,1,0,0
10565,66187538,48,Работник сферы услуг,1,0,1,1,1,17000.0,1,0,1
10566,66187556,24,Специалист,1,0,1,0,0,8500.0,1,0,0
10567,66188087,33,Специалист,1,0,1,2,2,5000.0,1,0,0
10568,66188140,58,,0,1,1,2,2,8000.0,1,0,0
10569,66188235,22,Специалист,1,0,1,0,0,11000.0,1,0,0
10570,66188375,24,Высококвалифиц. специалист,1,0,1,0,0,11000.0,1,0,0
10571,66188460,22,Служащий,1,0,1,0,0,7500.0,1,0,0
10572,66188520,22,Специалист,1,0,1,0,0,10000.0,1,1,0
10573,66188592,24,Специалист,1,0,1,0,0,14000.0,1,0,0
10574,66188637,23,Специалист,1,0,1,2,2,19000.0,2,0,0
10576,66188754,22,Служащий,1,0,1,0,0,12000.0,1,0,0
10577,66188827,26,Специалист,1,0,1,1,1,5000.0,1,0,0
10578,66188907,24,Другое,1,0,1,0,0,4000.0,1,0,0
10579,66188954,54,,0,1,1,1,1,12000.0,1,0,0
10580,66189135,25,Служащий,1,0,1,0,0,10000.0,1,0,0
10581,66189266,26,Рабочий,1,0,1,0,0,10000.0,1,0,0
10582,66189293,25,Рабочий,1,0,1,1,1,7000.0,1,1,0
10583,66189329,57,Рабочий,1,0,1,2,0,9500.0,1,0,0
10584,66189520,23,Специалист,1,0,1,0,0,8000.0,1,0,0
10585,66189539,26,Рабочий,1,0,1,0,0,8000.0,1,0,0
10586,66189693,24,Рабочий,1,0,1,0,0,8000.0,1,0,0
10587,66189699,23,Специалист,1,0,1,0,0,10000.0,1,0,0
10588,66189818,50,Специалист,1,0,1,0,0,15000.0,1,0,1
10589,66190042,52,Специалист,1,0,1,0,0,8300.0,1,0,0
10590,66190231,55,,0,1,1,0,0,17000.0,1,0,0
10591,66190289,24,Специалист,1,0,1,0,0,13000.0,1,0,0
10592,66190423,36,Рабочий,1,0,1,1,1,4300.0,1,0,0
10593,66190481,39,Работник сферы услуг,1,0,1,1,1,9000.0,1,0,0
10594,66190722,26,Специалист,1,0,1,1,1,10000.0,1,0,0
10595,66190725,64,,0,1,1,0,0,8000.0,1,0,1
10596,66190766,26,Специалист,1,0,1,0,0,13000.0,1,0,0
10597,66190849,63,Специалист,1,0,1,0,0,10000.0,1,0,0
10598,66191195,24,Специалист,1,0,1,1,1,9000.0,1,0,0
10599,66191302,53,Рабочий,1,0,0,2,0,15000.0,1,0,0
10600,66191336,23,Высококвалифиц. специалист,1,0,1,0,0,15000.0,1,1,1
10601,66191395,23,Специалист,1,0,1,1,0,10000.0,1,0,1
10602,66191792,23,Специалист,1,0,1,0,0,7000.0,1,0,0
10603,66191975,44,Специалист,1,0,1,2,1,9300.0,1,0,0
10604,66192090,28,Служащий,1,0,1,1,1,10000.0,1,0,1
10605,66192123,24,Рабочий,1,0,1,0,0,14000.0,1,0,0
10606,66192348,25,Специалист,1,0,1,0,0,10000.0,1,0,0
10607,66192400,26,Специалист,1,0,1,1,1,10000.0,1,0,0
10608,66192719,25,Специалист,1,0,1,0,0,15000.0,1,0,0
10609,66192798,26,Специалист,1,0,1,0,0,10000.0,1,0,0
10610,66192810,42,Служащий,1,0,1,3,2,7000.0,1,0,0
10611,66192823,57,Работник сферы услуг,1,1,1,1,0,8500.0,1,0,0
10612,66192837,49,Работник сферы услуг,1,0,1,2,2,10000.0,1,0,0
10613,66192989,22,Специалист,1,0,1,0,0,6000.0,1,0,0
10614,66193091,49,Специалист,1,0,1,0,0,10000.0,1,0,0
10615,66193260,26,Специалист,1,0,1,2,2,13000.0,1,0,1
10616,66193348,53,Рабочий,1,0,1,0,0,10000.0,1,0,0
10617,66193365,54,Рабочий,1,0,0,0,0,8000.0,1,0,0
10618,66193667,45,Работник сферы услуг,1,0,1,3,0,9000.0,1,0,0
10619,66193729,25,Специалист,1,0,1,1,1,6000.0,1,0,0
10620,66193793,26,Специалист,1,0,1,1,1,11000.0,1,0,0
10621,66193946,22,Специалист,1,0,1,0,0,11000.0,1,0,0
10622,66194250,40,Руководитель среднего звена,1,0,1,3,3,8000.0,1,0,0
10623,66194344,56,,0,1,0,0,0,10000.0,1,0,0
10624,66194407,51,Служащий,1,0,1,0,0,6000.0,1,0,0
10625,66194486,24,Служащий,1,0,1,0,0,11000.0,1,0,0
10626,66194488,52,,0,1,0,1,0,8000.0,1,0,0
10627,66194500,26,Специалист,1,0,1,0,0,10000.0,1,0,0
10628,66194626,24,Специалист,1,0,1,1,1,16000.0,1,0,0
10629,66194648,56,Руководитель среднего звена,1,1,1,1,0,14500.0,1,0,0
10630,66194750,26,Специалист,1,0,1,1,1,10000.0,1,0,0
10631,66194859,25,Рабочий,1,0,1,0,0,9000.0,1,0,0
10632,66194979,39,Специалист,1,0,1,1,0,12000.0,1,0,0
10633,66194985,46,Рабочий,1,0,0,2,2,5000.0,1,0,1
10634,66195038,34,Работник сферы услуг,1,0,1,1,0,9000.0,1,0,1
10635,66195059,56,Специалист,1,1,1,0,0,17000.0,1,0,0
10636,66195142,24,Специалист,1,0,1,0,0,7500.0,1,0,0
10637,66195187,36,Руководитель среднего звена,1,0,1,1,1,8000.0,1,0,0
10638,66195433,42,Рабочий,1,0,0,2,2,25000.0,1,0,0
10639,66195445,23,Специалист,1,0,1,0,0,15000.0,1,0,1
10640,66195594,40,Руководитель среднего звена,1,0,1,1,1,12000.0,1,0,0
10641,66195798,57,,0,1,0,1,0,9200.0,1,0,0
10642,66195876,58,Специалист,1,0,1,0,0,20000.0,1,0,0
10643,66195884,59,Специалист,1,0,0,0,0,11000.0,1,0,0
